Timestamp,Score,uid,time,name,target,info,state,version
11/6/2022 17:50:12,,Windows-Chrome-3045230429706778,1667778611645,mousedown,input#nextbutton,"{""which"":1,""pageX"":887,""pageY"":441}",#puzzle=4000030030040002&answer=&work=&seed=14&gentime=1667778611643&elapsed=0&size=2,B
11/6/2022 17:50:12,,Windows-Chrome-3045230429706778,1667778611641,setupgame,document,"{""seed"":14}",#puzzle=0200100300000014&answer=&work=&seed=13&gentime=1667778611423&elapsed=0&size=2,B
11/6/2022 17:50:12,,Windows-Chrome-3045230429706778,1667778611844,setupgame,document,"{""seed"":15}",#puzzle=4000030030040002&answer=&work=&seed=14&gentime=1667778611643&elapsed=0&size=2,B
11/6/2022 17:50:12,,Windows-Chrome-3045230429706778,1667778611847,mousedown,input#nextbutton,"{""which"":1,""pageX"":887,""pageY"":441}",#puzzle=0040000004030100&answer=&work=&seed=15&gentime=1667778611846&elapsed=0&size=2,B
11/6/2022 17:50:13,,Windows-Chrome-3045230429706778,1667778612024,setupgame,document,"{""seed"":16}",#puzzle=0040000004030100&answer=&work=&seed=15&gentime=1667778611846&elapsed=0&size=2,B
11/6/2022 17:50:13,,Windows-Chrome-3045230429706778,1667778612027,mousedown,input#nextbutton,"{""which"":1,""pageX"":887,""pageY"":441}",#puzzle=0304000000401003&answer=&work=&seed=16&gentime=1667778612026&elapsed=0&size=2,B
11/6/2022 17:50:13,,Windows-Chrome-3045230429706778,1667778612184,setupgame,document,"{""seed"":17}",#puzzle=0304000000401003&answer=&work=&seed=16&gentime=1667778612026&elapsed=0&size=2,B
11/6/2022 17:50:13,,Windows-Chrome-3045230429706778,1667778612187,mousedown,input#nextbutton,"{""which"":1,""pageX"":887,""pageY"":441}",#puzzle=0010030040000002&answer=&work=&seed=17&gentime=1667778612185&elapsed=0&size=2,B
11/6/2022 17:50:13,,Windows-Chrome-3045230429706778,1667778612399,setupgame,document,"{""seed"":18}",#puzzle=0010030040000002&answer=&work=&seed=17&gentime=1667778612185&elapsed=0&size=2,B
11/6/2022 17:50:14,,Windows-Chrome-3045230429706778,1667778613165,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=1000030001400030&answer=&work=&seed=18&gentime=1667778612401&elapsed=0&size=2,B
11/6/2022 17:50:14,,Windows-Chrome-3045230429706778,1667778613504,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0010030040000002&answer=0000000000000000&work=&seed=17&gentime=1667778612185&elapsed=0&size=2,B
11/6/2022 17:50:14,,Windows-Chrome-3045230429706778,1667778613385,setupgame,document,"{""seed"":17}",#puzzle=1000030001400030&answer=&work=&seed=18&gentime=1667778612401&elapsed=0&size=2,B
11/6/2022 17:50:14,,Windows-Chrome-3045230429706778,1667778613713,setupgame,document,"{""seed"":16}",#puzzle=0010030040000002&answer=0000000000000000&work=&seed=17&gentime=1667778612185&elapsed=0&size=2,B
11/6/2022 17:50:14,,Windows-Chrome-3045230429706778,1667778613859,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0304000000401003&answer=0000000000000000&work=&seed=16&gentime=1667778612026&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614034,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0040000004030100&answer=0000000000000000&work=&seed=15&gentime=1667778611846&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614032,setupgame,document,"{""seed"":15}",#puzzle=0304000000401003&answer=0000000000000000&work=&seed=16&gentime=1667778612026&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614212,setupgame,document,"{""seed"":14}",#puzzle=0040000004030100&answer=0000000000000000&work=&seed=15&gentime=1667778611846&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614213,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=4000030030040002&answer=0000000000000000&work=&seed=14&gentime=1667778611643&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614390,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0200100300000014&answer=0000000000000000&work=&seed=13&gentime=1667778611423&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614387,setupgame,document,"{""seed"":13}",#puzzle=4000030030040002&answer=0000000000000000&work=&seed=14&gentime=1667778611643&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614587,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0031000000003012&answer=0000000000000000&work=&seed=12&gentime=1667778611218&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614585,setupgame,document,"{""seed"":12}",#puzzle=0200100300000014&answer=0000000000000000&work=&seed=13&gentime=1667778611423&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614781,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=3004000040320000&answer=0000000000000000&work=&seed=11&gentime=1667778611024&elapsed=0&size=2,B
11/6/2022 17:50:15,,Windows-Chrome-3045230429706778,1667778614779,setupgame,document,"{""seed"":11}",#puzzle=0031000000003012&answer=0000000000000000&work=&seed=12&gentime=1667778611218&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778614962,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0000120020000030&answer=0000000000000000&work=&seed=10&gentime=1667778610828&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778614960,setupgame,document,"{""seed"":10}",#puzzle=3004000040320000&answer=0000000000000000&work=&seed=11&gentime=1667778611024&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615164,setupgame,document,"{""seed"":9}",#puzzle=0000120020000030&answer=0000000000000000&work=&seed=10&gentime=1667778610828&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615166,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0400000300200100&answer=0000000000000000&work=&seed=9&gentime=1667778610647&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615369,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0020300010000030&answer=0000000000000000&work=&seed=8&gentime=1667778607949&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615367,setupgame,document,"{""seed"":8}",#puzzle=0400000300200100&answer=0000000000000000&work=&seed=9&gentime=1667778610647&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615567,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=0430000130100000&answer=0000000000000000&work=&seed=7&gentime=1667778607731&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615565,setupgame,document,"{""seed"":7}",#puzzle=0020300010000030&answer=0000000000000000&work=&seed=8&gentime=1667778607949&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615753,setupgame,document,"{""seed"":6}",#puzzle=0430000130100000&answer=0000000000000000&work=&seed=7&gentime=1667778607731&elapsed=0&size=2,B
11/6/2022 17:50:16,,Windows-Chrome-3045230429706778,1667778615755,mousedown,input#prevbutton,"{""which"":1,""pageX"":781,""pageY"":436}",#puzzle=2300000000210000&answer=0000000000000000&work=&seed=6&gentime=1667778607546&elapsed=0&size=2,B
